name;roaster;roast;loc_country;origin;100g_USD;rating;review_date;review;
Ethiopia Durato Bombe;Per’la Specialty Roasters;Light;United States;Ethiopia;7,05;95;August 2022;Massively floral, juicy, cocoa-toned. Distinct cocoa, honeysuckle, tangerine, caramel, cashew in aroma and cup. Deeply sweet, savory-edged in structure, with deep, vibrant acidity. Full, syrupy mouthfeel. The finish is sweet and rich, carrying most notes from the cup far into the long. ;
Kenya Nyeri Asali Peaberry;Cozy House Coffee;Medium-Light;Taiwan;Kenya;7,05;95;October 2022;Rich-toned, deeply sweet-savory. Red currant, mustard flower, cocoa nib, butterscotch, almond butter in aroma and cup. Balanced, richly sweet-savory structure with juicy, bright acidity;
Nicaragua Mierisch Finca La Huella Yellow Pacamara Honey;Kakalove Cafe;Light;Taiwan;Guatemala;7,08;93;November 2018;Crisp, richly sweet-toned. Tamarind, hazelnut, maple syrup, pink peppercorn, narcissus-like flowers in aroma and cup. Sweetly tart structure with gentle acidity;
Ethiopia Guji Uraga;De Clieu Coffee;Medium-Light;Taiwan;Ethiopia;7,08;93;September 2020;Crisp, delicate, richly sweet. Yellow plum, cocoa powder, narcissus, sandalwood, brown sugar in aroma and cup. Sweet-toned structure with lively acidity;
Panama Boquete Flor De Mariposa Geisha Espresso;Kakalove Cafe;Medium-Light;Taiwan;Panama;7,08;96;March 2021;Evaluated as espresso. Richly floral, complex, nuanced. Lilac, dark chocolate, black cherry, myrrh, lemon-thyme in aroma and small cup. Very syrupy-smooth mouthfeel;
Kenya Nyeri AA Hercules;Luv Moshi;Medium-Light;Taiwan;Kenya;7,08;93;December 2021;Balanced, sweetly savory. Narcissus, date, orange zest, tamarind, cedar in aroma and cup. Sweet structure with brisk acidity;
Kenya Nyeri Maganjo AB;Chousin Coffee Collection;Light;Taiwan;Kenya;7,08;92;September 2022;Rich-toned, chocolaty. Baking chocolate, black currant, freesia-like flowers, clove, agave syrup in aroma and cup. Sweet structure with gentle, round acidity;
Ethiopia Oromia Anaerobic Natural;Nine Point Coffee;Medium;Taiwan;Ethiopia;7,11;93;may-21;Roasty-sweet, floral-toned. Golden raisin, gently scorched cedar, dark chocolate, freesia-like flowers, molasses in aroma and cup. Crisply sweet structure with brisk acidity;
Indonesia Golden Sumatra TP Espresso;GK Coffee;Medium;Taiwan;Indonesia;7,2;96;March 2021;Evaluated as espresso. Complex, multi-layered, richly deep. Honeysuckle, dark chocolate, dried apricot, perique fermented pipe tobacco, pistachio in aroma and small cup. Viscous, creamy mouthfeel;
Ethiopia Biloya Washed G1;Golin Coffee Roasters;Light;Taiwan;Ethiopia;7,2;92;October 2022;Crisply sweet-savory, spice-toned. Baking chocolate, black cherry, freesia, lemongrass, fresh-cut fir in aroma and cup. Sweetly savory structure with gentle acidity;
Ethiopia Sidamo Bensa Washed G1;Golin Coffee Roasters;Light;Taiwan;Ethiopia;7,2;93;October 2022;Richly fruit-driven, invitingly aromatic. Lychee, violet, cocoa nib, thyme, agave syrup in aroma and cup. Sweet-savory structure with bittersweet acidity;
Panama Elida Estate Catuaí Natural ASD;Willoughby's Coffee & Tea;Medium-Light;United States;Panama;7,27;94;may-21;Lactic, chocolaty, sweetly tart. Young goat cheese, dark chocolate, roasted pine nut, persimmon, fresh-cut cedar in aroma and cup. Tart-sweet structure with deeply tangy, lactic acidity;
Trivarietal;Lina Premium Coffee;Medium-Light;United States;Colombia;7,28;90;may-21;Crisply sweet, cocoa toned. Cocoa powder, date, oak, magnolia, hint of cinnamon in aroma and cup. Sweet-toned structure with pert acidity;
Colombia Pink Bourbon;Paradise Roasters;Medium-Light;United States;Colombia;7,33;94;June 2019;Elegant, tropical, rich-toned. Strawberry guava, honeysuckle, almond, sandalwood, cacao nib in aroma and cup. Richly sweet structure with bright, vibrant acidity;
Colombia Finca Lord Baltimore Papayo;Paradise Roasters;Light;United States;Colombia;7,33;94;may-20;Floral, citrusy, delicate yet deeply sweet. Honeysuckle, blood orange, sugar cane, nougat, cocoa nib in aroma and cup. Sweetly tart structure with high-toned, juicy acidity;
Kona Champagne Natural Black Rock Farm;Paradise Roasters;Light;United States;Hawai'I;7,33;93;September 2020;Deeply aromatic, tropical fruit-toned. Guava, lychee, ginger blossom, cocoa nib, agave syrup in aroma and cup. Sweetly tart structure with bright, juicy acidity;
Kenya Kirinyaga Kabare Karani AA;Pop Coffee Works;Medium-Light;Canada;Kenya;7,33;94;October 2020;Attractively tart, bright, complexly layered. Red currant, petrichor (a post-rain earthy note), wisteria, lemongrass, elm in aroma and cup. Sweet-tart structure with bright, juicy acidity;
Ka’u Yellow Caturra Anaerobic Natural;Paradise Roasters;Medium-Light;United States;Hawai'I;7,33;93;November 2020;Delicately fruit-forward, richly sweet. Strawberry, raspberry coulis, nougat, elm, maple syrup in aroma and cup. Sweet-tart structure with bright, lively acidity;
Ethiopia Guji Laayyoo Natural;Paradise Roasters;Light;United States;Ethiopia;7,33;94;December 2020;Richly sweet-tart, brightly fruit-forward. Pomegranate, cocoa nib, butterscotch, hazelnut, passionflower in aroma in cup. Sweet-savory in structure with citrusy acidity;
Ethiopia Guji Wush Wush;Paradise Roasters;Medium-Light;United States;Ethiopia;7,33;95;may-21;Juicy, bright, confidently fruit- and floral-toned. Candy cap mushroom, dark chocolate, kefir, plumeria, mesquite in aroma and cup. Tangy-sweet structure with lactic-toned acidity;
Guji Hamasho Washed;Paradise Roasters;Medium-Light;United States;Ethiopia;7,33;94;October 2021;Balanced, richly fruit-forward. Lychee, cocoa nib, wisteria, maple syrup, pistachio brittle in aroma and cup. Brightly sweet with delicately juicy acidity;
Ethiopia Bench Maji Geisha G1 Natural;Taster's Coffee;Light;Taiwan;Ethiopia;7,33;93;October 2022;Gently sweet-tart, floral-toned. Pomegranate, lilac, pistachio, orange zest, fresh-cut oak in aroma and cup. Crisply sweet-tart structure with delicately bright acidity;
Kenya AA;AKA Coffee Roasters;Medium-Light;Taiwan;Kenya;7,33;93;October 2022;Sweetly sweet-savory. Red currant, violet, oregano, cocoa nib, cedar in aroma and cup. Sweet structure with vibrant, balanced acidity;
Diima #9 Ethiopia Natural;Roast House;Medium-Light;United States;Ethiopia;7,35;93;December 2017;Richly sweet, fruit-toned. Dried strawberry, dark chocolate, freesia-like flowers, tangerine zest, a hint of aged rum in aroma and cup. Sweetly round in structure;
Static Kenya Kavutiri;Espresso Republic;Medium-Light;United States;Kenya;7,35;92;December 2017;Delicate, sweetly spice-toned. Red currant, lemon verbena, baker’s chocolate, rose hips, a hint of cannabis in aroma and cup. Crisply sweet-savory structure;
Costa Rica Tarrazu;Caffe Luxxe;Medium-Light;United States;Costa Rica;7,35;91;March 2018;Deeply sweet, richly wood-framed. Watermelon candy, sandalwood, narcissus-like flowers, toasted pecan, maple syrup in aroma and cup. Bittersweet structure;
El Salvador Pacamara;Speckled Ax;Medium-Light;United States;El Salvador;7,35;92;December 2018;Fruit-forward, crisply sweet. Peach, grapefruit zest, hazelnut, molasses, oak in aroma and cup. Savory-sweet structure with round, gentle acidity;
Mario Aguilar Grand Cru El Salvador;Deeper Roots Coffee;Medium;United States;El Salvador;7,35;91;August 2019;Deeply sweet, pungent, with a very slight roasty edge. Cedar, dark chocolate, candied walnut, dried peach, narcissus-like flowers in aroma and cup. Sweetly and roundly brisk in structure;
Ethiopia Sidama Keramo Village;modcup coffee;Medium-Light;United States;Ethiopia;7,35;94;June 2020;Delicate, deep, vibrantly sweet-tart. Lilac, dried apricot, cocoa nib, lemon verbena, cedar in aroma and cup. Sweet-tart structure with lively, bright acidity;
Ethiopia Bombe Mountains;modcup coffee;Medium-Light;United States;Ethiopia;7,35;94;October 2020;Complexly fruit-toned, chocolaty. Dried blueberry, watermelon candy, chocolate fudge, almond, sandalwood in aroma and cup. Sweet-tart structure with winy acidity;
Sidama Extreme Papilio Washed;Pro Aroma Enterprise Coffee;Medium-Light;Taiwan;Ethiopia;7,35;94;October 2020;Delicate, rich, multi-layered. Lilac, honey, plum, sandalwood, hazelnut in aroma and cup. Gently bright, crisp acidity;
Sidama Extreme Papilio Natural;Pro Aroma Enterprise Coffee;Medium-Light;Taiwan;Ethiopia;7,35;93;October 2020;Berry-driven, chocolaty. Blueberry, lemon zest, baking chocolate, cedar, a hint of fine musk in aroma and cup. Sweet-savory structure with quietly resonant acidity;
Colombia Huila Acevedo El Paraiso;Big Shoulders Coffee ;Medium-Light;United States;Colombia;7,35;94;may-21;Bright, juicy, fruit-toned. Lychee, plum blossom, Meyer lemon zest, sandalwood, nougat in aroma and cup. Sweetly tart structure with vibrant acidity;
Tres Dragones Colombia;Bird Rock Coffee Roasters;Medium-Light;United States;Colombia;7,35;94;may-21;Pungently sweet-savory, deep, expressive. Dark chocolate, dried mango, fine musk, rum barrel, honeysuckle in aroma and cup. Richly sweet-savory structure with roundly tart acidity;
Ethiopia Guji Anaerobic;Big Shoulders Coffee;Medium-Light;United States;Ethiopia;7,35;94;may-21;Tropical fruit-driven, resonantly aromatic. Lychee, guava, cocoa nib, freesia-like flowers, cedar in aroma and cup. Sweet-tart structure with high-toned acidity;
Maypop;Lina Premium Coffee;Medium-Light;United States;Colombia;7,35;94;may-21;High-toned, juicy-bright. Pineapple, cocoa nib, lemon verbena, myrrh, narcissus in aroma and cup. Sweet-tart structure with bold, balanced acidity;
Colombia Lagoon Java Anaerobic;Big Shoulders Coffee;Medium-Light;United States;Colombia;7,35;93;July 2021;Fruit-forward, high-toned. Pink grapefruit zest, rhododendron, baking chocolate, agave syrup, freesia in aroma and cup. Sweet-toned structure with brisk acidity;
Ethiopia Bedessa;Jaunt Coffee Roasters;Medium-Light;United States;Ethiopia;7,35;92;November 2021;Delicately sweet-tart. Cocoa nib, green plum, hazelnut, lavender, fresh-cut fir in aroma and cup. Crisply sweet structure with bright, citrusy acidity;
Ethiopia Yirgacheffe Worka Sakaro;Paradise Roasters;Medium-Light;United States;Ethiopia;7,35;95;December 2021;Bright, juicy, citrusy. Star Jasmine, tangerine zest, cocoa nib, almond, hint of spearmint in aroma and cup. Sweet-tart structure with nimble acidity;
Holiday Reserve Roast — Costa Rica Termico;Folklore Coffee;Medium-Light;United States;Costa Rica;7,35;92;January 2022;Richly spice-toned, fruit-driven. Dried papaya, salted caramel, cinnamon, nutmeg, agave syrup in aroma and cup. Sweet, low-toned structure with round acidity;
Sumatra Siamang Forest;Paradise Roasters;Medium-Light;United States;Indonesia;7,35;94;January 2022;Multi-layered, wide-ranging. Salted caramel, tangerine, lemon-thyme, cedar, magnolia in aroma and cup. Sweet structure with high-toned acidity;
Ethiopia Hambela Goro;Jaunt Coffee Roasters;Light;United States;Ethiopia;7,35;92;February 2022;Brightly sweet, deeply pungent. Amber, red currant, baking chocolate, violet, cedar in aroma and cup. Sweet-toned structure with brisk acidity;
Colombia Tres Dragones Natural;PT's Coffee Roasting Co.;Medium-Light;United States;Colombia;7,35;94;June 2022;Evaluated as espresso. Winey and musky, richly chocolaty. Dark chocolate, red wine barrel, musk, black sage, toasted walnut in aroma and small cup. ;
Colombia Buesaco;Old World Coffee Lab;Medium-Light;United States;Colombia;7,35;92;October 2022;Crisply cocoa- and berry-toned. Raspberry, cocoa nib, brown sugar, hazelnut, fir in aroma and cup. Sweet-tart structure with brisk acidity;
Ethiopia Bekele Heto Natural;Bassline Coffee;Light;United States;Ethiopia;7,41;93;October 2022;Berry-driven, invitingly sweet-tart. Dried mulberry, cocoa nib, pink grapefruit zest, tea rose, fresh-cut oak in aroma and cup. Sweet-toned structure with brisk acidity;
Ethiopia Nano Genji;Temple Coffee;Light;United States;Ethiopia;7,5;95;September 2022;Elegantly bright, delicately juicy, richly aromatic. Cocoa nib, ginger flower, apricot, pink grapefruit zest, hint of thyme in aroma and cup. Sweet-tart structure with juicy acidity;
Rwanda Simbi;Mamechamame Coffee;Light;Japan;Rwanda;7,56;93;June 2021;Balanced, elegant, gently stated. Cocoa nib, pomegranate, fresh-tanned leather, wisteria, cashew in aroma and cup. Savory-leaning structure with tart underpinnings and brisk acidity;
Colombia Geisha;Paradise Roasters;Medium-Light;United States;Colombia;7,61;94;December 2018;Deep, richly sweet-savory. Black currant, fine musk, toffee, jasmine, celery seed in aroma and cup. Sweet-savory in structure with bright, juicy acidity;
Ecuador Pichincha Typica;Paradise Roasters;Medium-Light;United States;Ecuador;7,61;93;March 2019;Richly sweet-savory, spice-toned. Lemon verbena, mango, cacao nib, freesia-like flowers, almond butter in aroma and cup. Balanced, bittersweet structure with vibrant, juicy acidity;
Nicaragua El Poste Pacamara;Paradise Roasters;Medium-Light;United States;Nicaragua;7,61;92;September 2020;Delicate, citrusy and nut-toned. Orange zest, almond, magnolia, date, baking chocolate in aroma and cup. Sweet structure with brisk acidity;
Ethiopia Gedeb Worka Wuri;Jaunt Coffee Roasters;Light;United States;Ethiopia;7,64;95;September 2021;Richly aromatic, deeply and sweetly herb-toned. Cocoa nib, bergamot, lilac, maple syrup, myrrh in aroma and cup. Deeply sweet-toned in structure with vibrant, juicy acidity;
Costa Rica Luis Campos Termico;Revel Coffee;Medium-Light;United States;Costa Rica;7,64;93;December 2021;Richly fruit-forward, deeply sweet-savory. Dried mango, saltwater taffy, hop flowers, agave syrup, oak in aroma and cup. Bittersweet structure with brisk acidity;
Ethiopia Bensa Asefa Qonqana;Jaunt Coffee Roasters;Light;United States;Ethiopia;7,64;94;March 2022;Juicy, bright, delicate, balanced. Apricot, dark chocolate, lilac, maple syrup, almond butter in aroma and cup. Crisply sweet-tart with crisp, citrusy acidity;
Ethiopia Sidamo Karamo;Jaunt Coffee Roasters;Light;United States;Ethiopia;7,64;95;April 2022;Delicate, vibrantly floral, citrusy. Bergamot, wisteria, almond brittle, thyme, cane sugar in aroma and cup. Bright, balanced structure with elegantly juicy acidity;
Colombia Ibague Tolima;Jaunt Coffee Roasters;Light;United States;Colombia;7,64;94;April 2022;Delicately fruity, sweetly herbaceous. Lemon-thyme, dried apricot, hazelnut butter, fresh-cut oak, cocoa nib in aroma and cup. Gently tart with wine-toned acidity;
Colombia Planadas Ibague;Jaunt Coffee Roasters;Medium-Light;United States;Colombia;7,64;93;June 2022;Sweetly savory, fruit-driven. Candy apple, lime zest, baking chocolate, cedar, narcissus in aroma and cup. Bittersweet structure with brisk acidity;
Peru Incahuasi;Press Coffee;Medium-Light;United States;Peru;7,64;94;October 2022;Gently fruit-toned, integrated and balanced. Pineapple, almond nougat, redwood, narcissus, marjoram in aroma and cup. Sweetly tart with juicy, high-toned acidity;
Ethiopia Sidamo Natural Twakok G1;Bona Kafo Roastery;Medium-Light;Taiwan;Ethiopia;7,65;94;September 2020;Evaluated as espresso. Bright, juicy, sweetly tart. Pomegranate, hazelnut, cedar, freesia-like flowers, molasses in aroma and small cup. Syrupy-smooth mouthfeel;
Haraaz Red;JBC Coffee Roasters;Medium-Light;United States;Yemen;7,72;95;April 2021;Deeply spice-toned, singular and complex. Dried red currant, sandalwood, fresh cinnamon, dark chocolate, brown sugar in aroma and cup. Richly sweet with wine-toned acidity;
Medium-Dark Roast;Kona Love Coffee Co.;Medium;Hawai'i;Hawai'I;7,72;91;February 2022;Bold, chocolaty, rich-toned. Dark chocolate, nougat, gardenia, date, gently scorched cedar in aroma and cup. Sweet-savory structure with gentle, round acidity;
Costa Rica Canet Musician Series Bach Raisin Honey;Cafe Red Bean Shop;Medium-Light;Taiwan;Costa Rica;7,75;94;may-22;Richly fruit-toned. Date, honey, hazelnut butter, magnolia, hint of whiskey barrel in aroma and cup. Sweet-toned structure with brisk acidity;
Ethiopia Bench Maji Natural Gesha;VERYTIME;Light;Taiwan;Ethiopia;7,79;94;December 2021;Rich, intensely sweet, floral-toned. Lilac, tangerine, cocoa nib, apricot, myrrh in aroma and cup. Lively, sweet-tart structure with bright acidity;
Empress Kenya;DoDo Kaffa;Medium-Light;Taiwan;Kenya;7,82;95;October 2020;Complex, nuanced, multi-layered. Red currant, cinnamon, lavender, marjoram, wild honey in aroma and cup. Sweetly tart structure with juicy, high-toned acidity;
